"","Year","Area","Street","Street.2"
"573",2011,NA,"Downfield Dr.",""
"574",2011,NA,"Dudley Bus Station",""
"575",2011,NA,"Dwellings Lan.",""
"576",2011,NA,"EAFO",""
"577",2011,NA,"Edgbaston Cricket Ground",""
"578",2011,NA,"Edgbaston Pk. Rd.",""
"579",2011,NA,"Exeter Rd Hubert Rd",""
"580",2011,NA,"Fordhouse Lan.",""
"581",2011,NA,"Four ACres Quinton",""
"582",2011,NA,"Frogmill Rd. Frankley",""
"583",2011,NA,"Genners Lan.",""
"584",2011,NA,"Glastonbury Rd.",""
"585",2011,NA,"Great Pk. Rubery",""
"586",2011,NA,"Griffins Brook Lan.",""
"587",2011,NA,"Grosvenor Shopping Centre",""
"588",2011,NA,"Hagley Rd.",""
"589",2011,NA,"Hagley Rd.",""
"590",2011,NA,"Hagley Rd.",""
"591",2011,NA,"Hagley Rd.",""
"592",2011,NA,"Hagley Rd.",""
"593",2011,NA,"Hagley Rd.",""
"594",2011,NA,"Hagley Rd.",""
"595",2011,NA,"Hagley Rd.",""
"596",2011,NA,"Hagley Rd.",""
"597",2011,NA,"Hagley Rd. Edgbaston",""
"598",2011,NA,"Hagley Rd. Eedgbaston",""
"599",2011,NA,"Harborne Cricket Club",""
"600",2011,NA,"Harborne High St",""
"601",2011,NA,"Harborne High Str.",""
"602",2011,NA,"Harborne High Str.",""
"603",2011,NA,"Harborne High Str.",""
"604",2011,NA,"Harborne Pk. Rd.",""
"605",2011,NA,"Harborne Police Station",""
"606",2011,NA,"Harbourne Cricket Club",""
"607",2011,NA,"Hawkesley End",""
"608",2011,NA,"Hawkesley Square",""
"609",2011,NA,"Hazelwell Str.",""
"610",2011,NA,"Heathmill Lan. Digbeth",""
"611",2011,NA,"Herons Wood",""
"612",2011,NA,"High St",""
"613",2011,NA,"High St Harborne",""
"614",2011,NA,"High St Harborne",""
"615",2011,NA,"High St Northfield",""
"616",2011,NA,"High Str. Harborne",""
"617",2011,NA,"High Str. Harborne",""
"618",2011,NA,"High Str. Harborne",""
"619",2011,NA,"High Str. Harborne",""
"620",2011,NA,"High Str. Harbourne",""
"621",2011,NA,"High Str. Harborne",""
"622",2011,NA,"High Str. Harborne",""
"623",2011,NA,"Highfdield Lan.",""
"624",2011,NA,"Highfield Lan.",""
"625",2011,NA,"Highfield Lan. Quinton",""
"626",2011,NA,"Hoggs Lan. Northfield",""
"627",2011,NA,"Hollybank Rd.",""
"628",2011,NA,"Holywood Bowl Rubery",""
"629",2011,NA,"Home Address",""
"630",2011,NA,"Honnington Crescent Northfield",""
"631",2011,NA,"Jiggins Lan.",""
"632",2011,NA,"Jiggins Lan. Bartley Gr.",""
"633",2011,NA,"Kembertone Rd.",""
"634",2011,NA,"Kings Norton Gr.",""
"635",2011,NA,"Leech Gr. Rd",""
"636",2011,NA,"Leith Grove",""
"637",2011,NA,"Leith Grove",""
"638",2011,NA,"Long Fellow Rd.",""
"639",2011,NA,"Longbridge Lan.",""
"640",2011,NA,"Longbridge Lan.",""
"641",2011,NA,"Longbridge Lan. West Heath",""
"642",2011,NA,"Longham Croft",""
"643",2011,NA,"Lottie Rd.",""
"644",2011,NA,"Lutley Grove",""
"645",2011,NA,"Malins Rd. Harborne",""
"646",2011,NA,"Manderville House",""
"647",2011,NA,"Marjoram Close Hawksley",""
"648",2011,NA,"Masshouse Lan.",""
"649",2011,NA,"Masshouse Lan.",""
"650",2011,NA,"Maypole Lan.",""
"651",2011,NA,"Merritts Hill",""
"652",2011,NA,"Metchley Lan.",""
"653",2011,NA,"Moat Rd.",""
"654",2011,NA,"Mounbatten House Wyndham Rd.",""
"655",2011,NA,"NEW STREET BR",""
"656",2011,NA,"New Str. Station",""
"657",2011,NA,"Nortb Worcester Golf Club",""
"658",2011,NA,"North Str. Harborne",""
"659",2011,NA,"North Str. Harborne",""
"660",2011,NA,"Northfield High Str.",""
"661",2011,NA,"Northfield High Str.",""
"662",2011,NA,"Oakridge Rd. Northfield",""
"663",2011,NA,"Oddingley Rd.",""
"664",2011,NA,"Oddingley Rd. West Heath",""
"665",2011,NA,"Paradise Forum Birmingham",""
"666",2011,NA,"Parsons Hill",""
"667",2011,NA,"Pershore Rd.",""
"668",2011,NA,"Pershore Rd.",""
"669",2011,NA,"Pershore Rd.",""
"670",2011,NA,"Pershore Rd.",""
"671",2011,NA,"Pershore Rd.",""
"672",2011,NA,"Pershore Rd.",""
"673",2011,NA,"Pershore Rd.",""
"674",2011,NA,"Pershore Rd.",""
"675",2011,NA,"Pershore Rd.",""
"676",2011,NA,"Pershore Rd.",""
"677",2011,NA,"Pershore Rd.",""
"678",2011,NA,"Pershore Rd. South Kings Norton",""
"679",2011,NA,"Poole Crescent Harborne",""
"680",2011,NA,"Poplar Ave.",""
"681",2011,NA,"Portlands Rd.",""
"682",2011,NA,"Princethorpe Rd.",""
"683",2011,NA,"QE Casualty",""
"684",2011,NA,"Qe Hosp.",""
"685",2011,NA,"QE Hosp.",""
"686",2011,NA,"Quality Hotel",""
"687",2011,NA,"Queen Elizabeth Hosp.",""
"688",2011,NA,"Raddlebarn Rd.",""
"689",2011,NA,"Richmond Hill Rd.",""
"690",2011,NA,"Richmond Rd.",""
"691",2011,NA,"Rose Rd.",""
"692",2011,NA,"Rose Rd. Harborne",""
"693",2011,NA,"Sainsburys Frankley Beeches Rd Northfield",""
"694",2011,NA,"Selcroft Ave",""
"695",2011,NA,"Shannon Rd Kings Norton",""
"696",2011,NA,"Shawbrook Grove",""
"697",2011,NA,"Shell Forecourt Bristol Rd",""
"698",2011,NA,"Sir Hiltons Rd. West Heath",""
"699",2011,NA,"Snax Forcourt",""
"700",2011,NA,"Solihull High Str.",""
"701",2011,NA,"Solihull High Str. Outside Rosies",""
"702",2011,NA,"Stanley Rd. Quinton",""
"703",2011,NA,"Stone Rd. Edgbaston",""
"704",2011,NA,"Stonehouse Lan.",""
"705",2011,NA,"Stratford Rd. Sparkbrook Birmingham",""
"706",2011,NA,"The Fold",""
"707",2011,NA,"The Fold Kings Norton",""
"708",2011,NA,"The Jester PH",""
"709",2011,NA,"The Parade Queensway City Centre",""
"710",2011,NA,"The Royal Oak Public House Pershore Rd.",""
"711",2011,NA,"Three Horshoes PH",""
"712",2011,NA,"Three Shires Oak Rd.",""
"713",2011,NA,"Three Shires Rd.",""
"714",2011,NA,"Trescotte Rd.",""
"715",2011,NA,"Turves Gr.",""
"716",2011,NA,"Unknown",""
"717",2011,NA,"Valbourne Rd. Kings Heath",""
"718",2011,NA,"Vicarage Rd. Kings Heath",""
"719",2011,NA,"Vineyard Rd. Northfield",""
"720",2011,NA,"War Lan.",""
"721",2011,NA,"Watford Rd Cotteridge",""
"722",2011,NA,"Weolly Castle Rd.",""
"723",2011,NA,"Westminster Rd.",""
"724",2011,NA,"Wolverhampton Str.",""
"725",2011,NA,"Woodhouse Rd. Quinton",""
"726",2011,NA,"Woodmeadow Rd.",""
"727",2011,NA,"Worlds End Lan.",""
"728",2011,NA,"Worlds End Lan.",""
"729",2011,NA,"Worlds End Lan. Quinton",""
"730",2011,NA,"Worlds End Lan. Quinton",""
"731",2011,NA,"Acardian Centre",""
"732",2011,NA,"Adderley Rd.",""
"733",2011,NA,"Air Night Club",""
"734",2011,NA,"Albert Rd. Handsworth Birmingham",""
"735",2011,NA,"Arcadia Centre Birmingham City Centre",""
"736",2011,NA,"Arcadian",""
"737",2011,NA,"Arcadian",""
"738",2011,NA,"Arcadian Birmingham City Centre",""
"739",2011,NA,"Arcadian Ctr. Birmingham",""
"740",2011,NA,"Arcadian Centre",""
"741",2011,NA,"Arcadian Centre",""
"742",2011,NA,"Arcadian Centre",""
"743",2011,NA,"Arcadian Centre",""
"744",2011,NA,"Arcadian Centre",""
"745",2011,NA,"Arcadian Centre",""
"746",2011,NA,"Arcadian Centre",""
"747",2011,NA,"Arcadian Centre",""
"748",2011,NA,"Arcadian Centre",""
"749",2011,NA,"Arcadian Centre",""
"750",2011,NA,"Arcadian Centre",""
"751",2011,NA,"Arcadian Centre",""
"752",2011,NA,"Arcadian Centre",""
"753",2011,NA,"Arcadian Centre",""
"754",2011,NA,"Arcadian Centre Bham",""
"755",2011,NA,"Arcadian Centre Birmingham",""
"756",2011,NA,"Arcadian Centre Birmingham City Centre",""
"757",2011,NA,"Arcadian Centre Ladywell Walk",""
"758",2011,NA,"Arcadian Centre Ladywell Walk",""
"759",2011,NA,"Arcadian Entertainment Centre Birmingham",""
"760",2011,NA,"Arcadian City Centre",""
"761",2011,NA,"Arcadian Hurst Str.",""
"762",2011,NA,"Aston Hotel",""
"763",2011,NA,"Aston Police Station",""
"764",2011,NA,"Aston Villa Football Ground",""
"765",2011,NA,"Attenborough Close",""
"766",2011,NA,"Away Fans Coach Pk. Bham Cfc",""
"767",2011,NA,"Away Supporters Entrance Bcfc",""
"768",2011,NA,"Bar Risa",""
"769",2011,NA,"Bath Row Birmingham",""
"770",2011,NA,"Bath Str. City Centre",""
"771",2011,NA,"BCFC Home Fans Car Aprke",""
"772",2011,NA,"BCFC Ground",""
"773",2011,NA,"BCFC Tilton Rd. Entrance",""
"774",2011,NA,"Berkeley Str.",""
"775",2011,NA,"Berkeley Str.",""
"776",2011,NA,"Berkley Str.",""
"777",2011,NA,"B Ham New Str. Station",""
"778",2011,NA,"Big Bite Broad Str.",""
"779",2011,NA,"BIGWOK Restaurant Birmingham",""
"780",2011,NA,"Birchfield Rd. Perry Barr",""
"781",2011,NA,"Birchfield Rd. Birmingham",""
"782",2011,NA,"Birchfield Rd. City Centre",""
"783",2011,NA,"Birchfiled Rd.",""
"784",2011,NA,"Birmingham City FC Coach Pk.",""
"785",2011,NA,"Birmingham Magistrates Court",""
"786",2011,NA,"Birmingham New St",""
"787",2011,NA,"Birmingham New Str. Station",""
"788",2011,NA,"Birmingham New Str.",""
"789",2011,NA,"Bishopgate Str. Junction Of Broad Str.",""
"790",2011,NA,"Bishopgate Str. City Centre",""
"791",2011,NA,"Bishopsgate Str.",""
"792",2011,NA,"Bliss Bar Broad Str.",""
"793",2011,NA,"Bliss Nightclub Broad St Birmingham",""
"794",2011,NA,"Bliss Nightclub Broad St",""
"795",2011,NA,"Bliss Broad St",""
"796",2011,NA,"Bordesley Gr.",""
"797",2011,NA,"Bordesley Gr. Rd",""
"798",2011,NA,"Bradford St Birmingham",""
"799",2011,NA,"Braod Str. City Centre",""
"800",2011,NA,"Braod Str. City Centre",""
"801",2011,NA,"Braod Str. City Centre",""
"802",2011,NA,"Braod Str. City Centre",""
"803",2011,NA,"Braod Str. City Centre",""
"804",2011,NA,"Braod Str. City Centre",""
"805",2011,NA,"Briar Rose PH Bennetts Hill",""
"806",2011,NA,"Brighton Arms PH",""
"807",2011,NA,"Bristol Rd. Birmingham",""
"808",2011,NA,"Bristol Rd. Edgbaston",""
"809",2011,NA,"Bristol St Birmingham City Centre",""
"810",2011,NA,"Bristol Str.",""
"811",2011,NA,"Bristol Str.",""
"812",2011,NA,"Bristol Str. South",""
"813",2011,NA,"Bristol Str. South",""
"814",2011,NA,"Brittania Hotel",""
"815",2011,NA,"Broad St",""
"816",2011,NA,"Broad St",""
"817",2011,NA,"Broad St",""
"818",2011,NA,"Broad St",""
"819",2011,NA,"Broad St",""
"820",2011,NA,"Broad St",""
"821",2011,NA,"Broad St",""
"822",2011,NA,"Broad St",""
"823",2011,NA,"Broad St",""
"824",2011,NA,"Broad St",""
"825",2011,NA,"Broad St Gas Str. City Centre",""
"826",2011,NA,"Broad St Bham",""
"827",2011,NA,"Broad St Bham",""
"828",2011,NA,"Broad St City Centre",""
"829",2011,NA,"Broad St City Centre Birmingham",""
"830",2011,NA,"Broad St Bham",""
"831",2011,NA,"Broad St Bham",""
"832",2011,NA,"Broad St Bham",""
"833",2011,NA,"Broad St Bham",""
"834",2011,NA,"Broad St Bham",""
"835",2011,NA,"Broad St Bham",""
"836",2011,NA,"Broad St Bham",""
"837",2011,NA,"Broad St Bham",""
"838",2011,NA,"Broad St Birmingham",""
"839",2011,NA,"Broad St Birmingham",""
"840",2011,NA,"Broad St Birmingham",""
"841",2011,NA,"Broad Str.",""
"842",2011,NA,"Broad Str.",""
"843",2011,NA,"Broad Str.",""
"844",2011,NA,"Broad Str.",""
"845",2011,NA,"Broad Str.",""
"846",2011,NA,"Broad Str.",""
"847",2011,NA,"Broad Str.",""
"848",2011,NA,"Broad Str.",""
"849",2011,NA,"Broad Str.",""
"850",2011,NA,"Broad Str.",""
"851",2011,NA,"Broad Str.",""
"852",2011,NA,"Broad Str.",""
"853",2011,NA,"Broad Str.",""
"854",2011,NA,"Broad Str.",""
"855",2011,NA,"Broad Str.",""
"856",2011,NA,"Broad Str.",""
"857",2011,NA,"Broad Str.",""
"858",2011,NA,"Broad Str.",""
"859",2011,NA,"Broad Str.",""
"860",2011,NA,"Broad Str.",""
"861",2011,NA,"Broad Str.",""
"862",2011,NA,"Broad Str.",""
"863",2011,NA,"Broad Str.",""
"864",2011,NA,"Broad Str.",""
"865",2011,NA,"Broad Str.",""
"866",2011,NA,"Broad Str.",""
"867",2011,NA,"Broad Str.",""
"868",2011,NA,"Broad Str.",""
"869",2011,NA,"Broad Str.",""
"870",2011,NA,"Broad Str.",""
"871",2011,NA,"Broad Str.",""
"872",2011,NA,"Broad Str.",""
"873",2011,NA,"Broad Str.",""
"874",2011,NA,"Broad Str.",""
"875",2011,NA,"Broad Str.",""
"876",2011,NA,"Broad Str.",""
"877",2011,NA,"Broad Str.",""
"878",2011,NA,"Broad Str.",""
"879",2011,NA,"Broad Str.",""
"880",2011,NA,"Broad Str.",""
"881",2011,NA,"Broad Str.",""
"882",2011,NA,"Broad Str.",""
"883",2011,NA,"Broad Str.",""
"884",2011,NA,"Broad Str.",""
"885",2011,NA,"Broad Str.",""
"886",2011,NA,"Broad Str.",""
"887",2011,NA,"Broad Str.",""
"888",2011,NA,"Broad Str.",""
"889",2011,NA,"Broad Str.",""
"890",2011,NA,"Broad Str.",""
"891",2011,NA,"Broad Str.",""
"892",2011,NA,"Broad Str.",""
"893",2011,NA,"Broad Str.",""
"894",2011,NA,"Broad Str.",""
"895",2011,NA,"Broad Str.",""
"896",2011,NA,"Broad Str.",""
"897",2011,NA,"Broad Str.",""
"898",2011,NA,"Broad Str.",""
"899",2011,NA,"Broad Str.",""
"900",2011,NA,"Broad Str.",""
"901",2011,NA,"Broad Str.",""
"902",2011,NA,"Broad Str.",""
"903",2011,NA,"Broad Str.",""
"904",2011,NA,"Broad Str.",""
"905",2011,NA,"Broad Str.",""
"906",2011,NA,"Broad Str.",""
"907",2011,NA,"Broad Str.",""
"908",2011,NA,"Broad Str.",""
"909",2011,NA,"Broad Str.",""
"910",2011,NA,"Broad Str.",""
"911",2011,NA,"Broad Str.",""
"912",2011,NA,"Broad Str.",""
"913",2011,NA,"Broad Str.",""
"914",2011,NA,"Broad Str.",""
"915",2011,NA,"Broad Str.",""
"916",2011,NA,"Broad Str.",""
"917",2011,NA,"Broad Str.",""
"918",2011,NA,"Broad Str.",""
"919",2011,NA,"Broad Str.",""
"920",2011,NA,"Broad Str.",""
"921",2011,NA,"Broad Str.",""
"922",2011,NA,"Broad Str. City Centre",""
"923",2011,NA,"Broad Str. Birmingham",""
"924",2011,NA,"Broad Str. Birmingham",""
"925",2011,NA,"Broad Str. Birmingham",""
"926",2011,NA,"Broad Str. Opposite Walkabout",""
"927",2011,NA,"Broad Str. Outside Roccocco",""
"928",2011,NA,"Broad Str. B Ham",""
"929",2011,NA,"Broad Str. B Ham",""
"930",2011,NA,"Broad Str. Birmingham",""
"931",2011,NA,"Broad Str. Birmingham",""
"932",2011,NA,"Broad Str. Birmingham",""
"933",2011,NA,"Broad Str. Birmingham",""
"934",2011,NA,"Broad Str. Birmingham",""
"935",2011,NA,"Broad Str. Birmingham",""
"936",2011,NA,"Broad Str. Birmingham",""
"937",2011,NA,"Broad Str. Birmingham",""
"938",2011,NA,"Broad Str. Birmingham",""
"939",2011,NA,"Broad Str. Birmingham",""
"940",2011,NA,"Broad Str. Birmingham",""
"941",2011,NA,"Broad Str. Birmingham",""
"942",2011,NA,"Broad Str. Birmingham",""
"943",2011,NA,"Broad Str. Birmingham",""
"944",2011,NA,"Broad Str. Birmingham",""
"945",2011,NA,"Broad Str. Birmingham",""
"946",2011,NA,"Broad Str. Birmingham",""
"947",2011,NA,"Broad Str. Birmingham",""
"948",2011,NA,"Broad Str. Birmingham",""
"949",2011,NA,"Broad Str. Birmingham",""
"950",2011,NA,"Broad Str. Birmingham",""
"951",2011,NA,"BROAD STREET Birmingham",""
"952",2011,NA,"Broad Str. Birmingham",""
"953",2011,NA,"Broad Str. Birmingham",""
"954",2011,NA,"Broad Str. Birmingham",""
"955",2011,NA,"Broad Str. Birmingham",""
"956",2011,NA,"Broad Str. Birmingham",""
"957",2011,NA,"Broad Str. Birmingham",""
"958",2011,NA,"Broad Str. City Centre",""
"959",2011,NA,"Broad Str. City Centre",""
"960",2011,NA,"Broad Str. City Centre",""
"961",2011,NA,"Broad Str. City Centre",""
"962",2011,NA,"Broad Str. City Centre",""
"963",2011,NA,"Broad Str. City Centre",""
"964",2011,NA,"Broad Str. City Centre",""
"965",2011,NA,"Broad Str. City Centre",""
"966",2011,NA,"Broad Str. City Centre",""
"967",2011,NA,"Broad Str. City Centre",""
"968",2011,NA,"Broad Str. City Centre",""
"969",2011,NA,"Broad Str. City Centre Birmingham",""
"970",2011,NA,"Broad Str. City Centre Birmingham",""
"971",2011,NA,"Broad Str. City Centre Birmingham",""
"972",2011,NA,"Broad Str. City Centre Birmingham",""
"973",2011,NA,"Broad Str. City Centre",""
"974",2011,NA,"Broad Str. City Centre",""
"975",2011,NA,"Broad Str. City Centre",""
"976",2011,NA,"Broad Str. City Centre",""
"977",2011,NA,"Broad Str. City Centre",""
"978",2011,NA,"Broad Str.",""
"979",2011,NA,"Broad Str. Birmingham",""
"980",2011,NA,"Broad Strret",""
"981",2011,NA,"Broadway Plaza Ladywood Middleway",""
"982",2011,NA,"Bromsgrove Str. Birmingham",""
"983",2011,NA,"Brookvale Rd Witton",""
"984",2011,NA,"Bull Ring",""
"985",2011,NA,"Bull Ring",""
"986",2011,NA,"Bullring City Centre",""
"987",2011,NA,"Burford Rd. Kingstanding",""
"988",2011,NA,"Calshott Rd. Great Barr",""
"989",2011,NA,"Camborne Close",""
"990",2011,NA,"Canal Side Soho Loop Handsworth",""
"991",2011,NA,"Car Pk. AVFC",""
"992",2011,NA,"Carrs Lan.",""
"993",2011,NA,"Chiswell Rd.",""
"994",2011,NA,"Church Vale Rd.",""
"995",2011,NA,"City Hospita Dudley Rd.",""
"996",2011,NA,"City Hosp.",""
"997",2011,NA,"City Hosp.",""
"998",2011,NA,"City Hosp.",""
"999",2011,NA,"City Hosp.",""
"1000",2011,NA,"City Hosp.",""
"1001",2011,NA,"City Hosp.",""
"1002",2011,NA,"City Hosp.",""
"1003",2011,NA,"City Hosp. Dudley Rd.",""
"1004",2011,NA,"City Hosp. Birmingham",""
"1005",2011,NA,"City Hosp. Birmingham",""
"1006",2011,NA,"City Rd. Birmingham",""
"1007",2011,NA,"City Tavern",""
"1008",2011,NA,"City Tavern Bishopsgate STm",""
"1009",2011,NA,"Claythorn Ave.",""
"1010",2011,NA,"College Rd.",""
"1011",2011,NA,"Colmore Row",""
"1012",2011,NA,"Colmore Row",""
"1013",2011,NA,"Colmore Row Birmingham",""
"1014",2011,NA,"Colmore Row Birmingham",""
"1015",2011,NA,"Constitution Hill Birmingham",""
"1016",2011,NA,"Corparation Str. Birmingham",""
"1017",2011,NA,"Corporation St",""
"1018",2011,NA,"Corporation Str.",""
"1019",2011,NA,"Corporation Str.",""
"1020",2011,NA,"Corporation Str.",""
"1021",2011,NA,"Corporation Str.",""
"1022",2011,NA,"Corporation Str. Birmingham",""
"1023",2011,NA,"Corporation Str. Birmingham",""
"1024",2011,NA,"Corporation Str. Birmingham",""
"1025",2011,NA,"Corporation Str. City Centre",""
"1026",2011,NA,"Corporation Str. City Centre",""
"1027",2011,NA,"Corporation Str. City Centre",""
"1028",2011,NA,"Corporation Str. City Centre",""
"1029",2011,NA,"Corporation Str.",""
"1030",2011,NA,"Coventry Entrance BCFC",""
"1031",2011,NA,"Coventry Rd.",""
"1032",2011,NA,"Coventry Rd. Birmingham City FC",""
"1033",2011,NA,"Dale End",""
"1034",2011,NA,"Dale End",""
"1035",2011,NA,"Dale End",""
"1036",2011,NA,"Dale End",""
"1037",2011,NA,"Dale End Birmingham",""
"1038",2011,NA,"Dale End City Centre",""
"1039",2011,NA,"Dale End Birmingham",""
"1040",2011,NA,"Dale End Birmingham",""
"1041",2011,NA,"Dale End Birmingham",""
"1042",2011,NA,"Ddora Rd. Handsworth",""
"1043",2011,NA,"Digbeth",""
"1044",2011,NA,"Digbeth Coad Station",""
"1045",2011,NA,"Digbeth High Str.",""
"1046",2011,NA,"Digbeth High Str.",""
"1047",2011,NA,"Digbeth High StReet City Centre",""
"1048",2011,NA,"Dudley Rd.",""
"1049",2011,NA,"Edgbaston St",""
"1050",2011,NA,"Edgbaston Str.",""
"1051",2011,NA,"Edmund Str.",""
"1052",2011,NA,"Ernest Str. City Centre Birmingham",""
"1053",2011,NA,"Essex St",""
"1054",2011,NA,"Essex Str. Aston",""
"1055",2011,NA,"Essex Str. Birmingham",""
"1056",2011,NA,"Essex Str. City Centre",""
"1057",2011,NA,"Etap Hotel Foyer Birmingham",""
"1058",2011,NA,"Eva Rd.",""
"1059",2011,NA,"Faisley Str. City Centre",""
"1060",2011,NA,"Five Ways Birmingham",""
"1061",2011,NA,"Flood Gate Str. Birmingham",""
"1062",2011,NA,"Formula One Hotel",""
"1063",2011,NA,"Fox Hollies Rd.",""
"1064",2011,NA,"Gas Str.",""
"1065",2011,NA,"Gas Str.",""
"1066",2011,NA,"Gas Str.",""
"1067",2011,NA,"Gas Str.",""
"1068",2011,NA,"Gas Str.",""
"1069",2011,NA,"Gas Str. City Centre",""
"1070",2011,NA,"Gatecrasher Broad Str.",""
"1071",2011,NA,"Gatescrasher Bishopsgate Birmingham",""
"1072",2011,NA,"Golden Hind Ph",""
"1073",2011,NA,"Golden Hind Pub Kingstanding Rd.",""
"1074",2011,NA,"Gooch St North",""
"1075",2011,NA,"Grange Rd.",""
"1076",2011,NA,"Grangers Lan. Cradley Heath",""
"1077",2011,NA,"Great Charles Str. City Centre",""
"1078",2011,NA,"Grosvenor Casino Birmingham",""
"1079",2011,NA,"Grotersley Str.",""
"1080",2011,NA,"HAGLEY ROAD",""
"1081",2011,NA,"Hall Rd",""
"1082",2011,NA,"Hall Str.",""
"1083",2011,NA,"Hamstead Rd. Handsworth",""
"1084",2011,NA,"Handsworth Pk.",""
"1085",2011,NA,"Handsworth Police Station",""
"1086",2011,NA,"Hawthorn Rd. Kingstanding Birmingham",""
"1087",2011,NA,"Heath Mill Lan.",""
"1088",2011,NA,"High St Harborne Birmingham",""
"1089",2011,NA,"High St Digbeth",""
"1090",2011,NA,"High St Digbeth",""
"1091",2011,NA,"High St Digbeth",""
"1092",2011,NA,"High Str. City Centre",""
"1093",2011,NA,"High Str. City Centre",""
"1094",2011,NA,"Hilden Rd.",""
"1095",2011,NA,"Hill St Birmingham",""
"1096",2011,NA,"Hill Str.",""
"1097",2011,NA,"Hill Str. Birmingham",""
"1098",2011,NA,"Hill Str. City Centre",""
"1099",2011,NA,"Hill Str. City Centre",""
"1100",2011,NA,"Hill Str. City Centre",""
"1101",2011,NA,"Hill Str. City Centre",""
"1102",2011,NA,"Hockley Circus",""
"1103",2011,NA,"Holiday Inn Lionel St",""
"1104",2011,NA,"Holiday Inn Smallbrook Queensway",""
"1105",2011,NA,"Holiday Str.",""
"1106",2011,NA,"Holly Rd.",""
"1107",2011,NA,"Holte Str. Gosta Gr.",""
"1108",2011,NA,"Home Address",""
"1109",2011,NA,"Horsefair",""
"1110",2011,NA,"Horsefair Bristol St",""
"1111",2011,NA,"Humer Tower Francis Str.",""
"1112",2011,NA,"Hurst",""
"1113",2011,NA,"Hurst St",""
"1114",2011,NA,"Hurst St City Centre Birmingham",""
"1115",2011,NA,"Hurst St Bham",""
"1116",2011,NA,"Hurst St Birminhgam",""
"1117",2011,NA,"Hurst Str.",""
"1118",2011,NA,"Hurst Str.",""
"1119",2011,NA,"Hurst Str.",""
"1120",2011,NA,"Hurst Str.",""
"1121",2011,NA,"Hurst Str.",""
"1122",2011,NA,"Hurst Str.",""
"1123",2011,NA,"Hurst Str.",""
"1124",2011,NA,"Hurst Str.",""
"1125",2011,NA,"Hurst Str.",""
"1126",2011,NA,"Hurst Str.",""
"1127",2011,NA,"Hurst Str.",""
"1128",2011,NA,"Hurst Str.",""
"1129",2011,NA,"Hurst Str.",""
"1130",2011,NA,"Hurst Str.",""
"1131",2011,NA,"Hurst Str.",""
"1132",2011,NA,"Hurst Str.",""
"1133",2011,NA,"Hurst Str.",""
"1134",2011,NA,"Hurst Str.",""
"1135",2011,NA,"Hurst Str.",""
"1136",2011,NA,"Hurst Str.",""
"1137",2011,NA,"Hurst Str.",""
"1138",2011,NA,"Hurst Str.",""
"1139",2011,NA,"Hurst Str.",""
"1140",2011,NA,"Hurst Str. Birmingham",""
"1141",2011,NA,"Hurst Str. Birmingham",""
"1142",2011,NA,"Hurst Str. Birmingham",""
"1143",2011,NA,"Hurst Str. Birmingham",""
"1144",2011,NA,"Hurst Str. Birmingham",""
"1145",2011,NA,"Hurst Str. City Ctr.",""
"1146",2011,NA,"Hurst Str. City Centre",""
"1147",2011,NA,"Hurst Str. City Centre",""
"1148",2011,NA,"Hurst Str. City Centre",""
"1149",2011,NA,"IBIS Hotel",""
"1150",2011,NA,"ICC",""
"1151",2011,NA,"ICC Broad Str.",""
"1152",2011,NA,"In Arcadian Centre Bham",""
"1153",2011,NA,"Inge Str.",""
"1154",2011,NA,"Inge Str. Hurst Str.",""
"1155",2011,NA,"Islington Row City Centre",""
"1156",2011,NA,"Islington Row Middleway",""
"1157",2011,NA,"James Watt Queensway Birmingham",""
"1158",2011,NA,"Kent Str.",""
"1159",2011,NA,"Kingstanding Rd.",""
"1160",2011,NA,"Kingstanding Rd.",""
"1161",2011,NA,"Lady Well Walk City Centre",""
"1162",2011,NA,"Ladywell Walk",""
"1163",2011,NA,"Ladywell Walk",""
"1164",2011,NA,"Ladywell Walk",""
"1165",2011,NA,"Ladywell Walk",""
"1166",2011,NA,"Ladywell Walk",""
"1167",2011,NA,"Ladywell Walk",""
"1168",2011,NA,"Ladywell Walk",""
"1169",2011,NA,"Ladywell Walk",""
"1170",2011,NA,"Ladywell Walk Birmingham",""
"1171",2011,NA,"Lattimer Place Winson Gr.",""
"1172",2011,NA,"Lee Longlands Broad Str. Birmingham",""
"1173",2011,NA,"Linwood Rd H Worth",""
"1174",2011,NA,"Lloyds Bar Broad Str.",""
